,year,id,journal,authors,title
7456,1997,D6,Int.J.Mod.Phys.,Brown & Husain,Black holes with short hair
7457,1997,D6,Int.J.Mod.Phys.,Moncrief & Nelson,Constants of motion and the conformal anti - de Sitter algebra in  (2+1)-Dimensional Gravity
7458,1998,D57,Phys.Rev.,Kloesch & Strobl,A Global View of Kinks in 1+1 Gravity
7459,1997,D56,Phys.Rev.,Kim & Kim & Kimm,Global Vortex and Black Cosmic String
7460,1998,D57,Phys.Rev.,Marzlin & Audretsch,States insensitive to the Unruh effect in multi-level detectors
7461,1998,D57,Phys.Rev.,Franzki & Kogut & Lombardo,Chiral transition and monopole percolation in lattice scalar QED with  quenched fermions
7462,1997,B508,Nucl.Phys.,Gattringer & Hip & Lang,Topological Charge and the Spectrum of the Fermion Matrix in  Lattice-QED_2
7463,1998,B513,Nucl.Phys.,Kikukawa & Neuberger,Overlap in odd dimensions
7464,1998,A13,Mod.Phys.Lett.,Farakos & Mavromatos,Dynamical Gauge Symmetry Breaking and Superconductivity in  three-dimensional systems
7465,1998,D58,Phys.Rev.,Digal & Sengupta & Srivastava,Simulation of Vortex-Antivortex Pair Production in a Phase Transition  with Explicit Symettry Breaking
7466,1998,B517,Nucl.Phys.,Kanemura & Sato & Tochimura,Thermodynamic Gross-Neveu model under constant electromagnetic field
7467,1998,A13,Mod.Phys.Lett.,Halperin & Zhitnitsky,"On Topological Susceptibility, Vacuum Energy and Theta Dependence in  Gluodynamics"
7468,1998,B426,Phys.Lett.,Dvali & Kakushadze,Dynamical Flavor Hierarchy and Heavy Top
7469,1997,D56,Phys.Rev.,Anderson & Bonjour & Gregory & Stewart,Effective action and motion of a cosmic string
7470,1998,D57,Phys.Rev.,Martini & Menon & Thober,High energy parton-parton amplitudes from lattice QCD and the stochastic  vacuum model
7471,1998,B418,Phys.Lett.,Ibrahim & Nath,The Chromoelectric and Purely Gluonic Operator Contributions to the  Neutron Electric Dipole Moment in N=1 Supergravity
7472,1998,B417,Phys.Lett.,Dvali & Kusenko & Shaposhnikov,"New physics in a nutshell, or Q-ball as a power plant"
7473,1998,D57,Phys.Rev.,Hong,Magnetic Catalysis in Quantum Electrodynamics
7474,1998,B416,Phys.Lett.,Bodeker & Laine,Plasmon properties in classical lattice gauge theory
7475,1998,A13,Int.J.Mod.Phys.,Morris,Nested Domain Defects
7476,1998,B417,Phys.Lett.,Brodsky & Huet,Aspects of SU(N_c) Gauge Theories in the Limit of Small Number of Colors
7477,1998,A13,Int.J.Mod.Phys.,Rosenbaum & Turbiner & Capella,Solvability of the G_2 Integrable System
7478,1998,B520,Nucl.Phys.,Hatsuda & Kamimura,Covariant Quantization of The Super-D-string
7479,1997,B412,Phys.Lett.,Sorokin & Townsend,M-theory superalgebra from the M-5-brane
7480,1998,B512,Nucl.Phys.,Bais & Schroers,Quantisation of Monopoles with Non-abelian Magnetic Charge
7481,1997,B413,Phys.Lett.,Gubser & Klebanov,Absorption by Branes and Schwinger Terms in the World Volume Theory
7482,1998,B521,Nucl.Phys.,Fujikawa & Okuyama,BRST gauge fixing and the algebra of global supersymmetry
7483,1998,D57,Phys.Rev.,Kaloper & Olive,Singularities In Scalar-Tensor Cosmologies
7484,1998,D58,Phys.Rev.,Khoudeir & Parra,On Duality in the Born-Infeld Theory
7485,1998,A13,Mod.Phys.Lett.,Constantinidis & Devecchi,Symmetries and degrees of freedom in 2-dimensional dual models
7486,1997,D56,Phys.Rev.,Liberati & Pollifrone,Entropy and Topology for Gravitational Instantons
7487,1998,D57,Phys.Rev.,Schmaltz & Sundrum,N = 1 Field Theory Duality from M-theory
7488,1997,B415,Phys.Lett.,Ito & Yang,"Flat Coordinates, Topological Landau-Ginzburg Models and the  Seiberg-Witten Period Integrals"
7489,1999,D59,Phys.Rev.,Hamber & Williams,On the Measure in Simplicial Gravity
7490,1998,A13,Mod.Phys.Lett.,Soloviev,On the Schild action for D=0 and D=1 strings
7491,1998,B514,Nucl.Phys.,Gopakumar & Ramgoolam,Scattering of zero branes off elementary strings in Matrix Theory
7492,1998,A13,Int.J.Mod.Phys.,Ferrara & Gunaydin,"Orbits of Exceptional Groups, Duality and BPS States in String Theory"
7493,1998,B419,Phys.Lett.,Ghoroku,Solitonic d-5 brane and Vortex on the World-Sheet
7494,1998,D57,Phys.Rev.,Hong,Zero Temperature Chiral Phase Transition in (2+1)-Dimensional QED with a  Chern-Simons Term
7495,1997,A12,Mod.Phys.Lett.,Abe & Tabata,Can a gravitational wave and a magnetic monopole coexist?
7496,1998,D57,Phys.Rev.,Agasian & Zarembo,Phase Structure and Nonperturbative States in Three-Dimensional Adjoint  Higgs Model
7497,1998,B421,Phys.Lett.,Conrad,Brane Tensions and Coupling Constants from within M-Theory
7498,1997,A30,J.Phys.,de Araujo & Tomio & Adhikari & Frederico,Application of Renormalization to Potential Scattering
7499,1998,B417,Phys.Lett.,Nakazawa & Ennyu,Algebraic Structure in Non-Orientable Open-Closed String Field Theories
7500,1998,A13,Int.J.Mod.Phys.,Abreu & Braga,Axial Anomaly from the BPHZ regularized BV master equation
7501,1998,B513,Nucl.Phys.,Dorey & Khoze & Mattis,Supersymmetry and the Multi-Instanton Measure
7502,1998,B519,Nucl.Phys.,Hanany & Lifschytz,M(atrix) Theory on $T^6$ and a m(atrix) Theory Description of KK  Monopoles
7503,1998,B526,Nucl.Phys.,Zwart,Four-dimensional N=1 Z_N X Z_M Orientifolds
7504,1998,B517,Nucl.Phys.,Barbon & Pasquinucci,"D0-Branes, Constrained Instantons and D=4 Super Yang-Mills Theories"
7505,1998,B526,Nucl.Phys.,Anselmi & Freedman & Grisaru & Johansen,Nonperturbative Formulas for Central Functions of Supersymmetric Gauge  Theories
7506,1998,B511,Nucl.Phys.,de Boer & Oz,Monopole Condensation and Confining Phase of N=1 Gauge Theories Via M  Theory Fivebrane
7507,1998,D57,Phys.Rev.,Brustein & Madden,A Model of Graceful Exit in String Cosmology
7508,1998,B513,Nucl.Phys.,Zeid & Hull,"The Gauged (2,1) Heterotic Sigma-Model"
7509,1998,B513,Nucl.Phys.,Hull,Non-Abelian Gravity and Antisymmetric Tensor Gauge Theory
7510,1998,B417,Phys.Lett.,Kaplunovsky & Louis,Phenomenological Aspects of F-theory
7511,1997,D56,Phys.Rev.,Reuter & Wetterich,Gluon Condensation in Nonperturbative Flow Equations
7512,1998,B427,Phys.Lett.,Ne'eman,"A Superconnection for Riemannian Gravity as Spontaneously Broken SL(4,R)  Gauge Theory"
7513,1998,B511,Nucl.Phys.,Lu & Pope & Tran & Xu,"Classification of p-branes, NUTs, Waves and Intersections"
7514,1998,A243,Phys.Lett.,Dolgov & Khriplovich,Velocity of signal in attractive potential and propagation of light in  gravitational field
7515,1998,D57,Phys.Rev.,Shifman,Degeneracy and Continuous Deformations of Supersymmetric Domain Walls
7516,1998,B531,Nucl.Phys.,Leibundgut & Minkowski,On the Spontaneous Identity of Chiral and Super Symmetry Breaking in  Pure Super Yang Mills Theories
7517,1998,B510,Nucl.Phys.,Gregori & Kiritsis & Kounnas & Obers & Petropoulos & Pioline,R^2 Corrections and Non-perturbative Dualities of N=4 String ground  states
7518,1997,B415,Phys.Lett.,Berglund & Minic,A Note on Effective Lagrangians in Matrix Theory
7519,1998,B418,Phys.Lett.,Behrndt & Lust & Sabra,"Moving Moduli, Calabi-Yau Phase Transitions and Massless BPS  Configurations in Type II Superstrings"
7520,1998,D57,Phys.Rev.,Voloshin,On domain shapes and processes in supersymmetric theories
7521,1998,B533,Nucl.Phys.,Mikhailov,BPS States and Minimal Surfaces
7522,1999,A14,Int.J.Mod.Phys.,Kim & Oh & Ahn,Quantisation of Conformal Fields in Three-dimensional Anti-de Sitter  Black Hole Spacetime
7523,1998,A13,Mod.Phys.Lett.,Ghezelbash & Shafiekhani & Abolhasani,On the Picard-Fuchs Equations of N=2 Supersymmetric E_6 Yang-Mills  Theory
7524,1998,B511,Nucl.Phys.,Antoniadis & Gava & Narain & Taylor,Duality in Superstring Compactifications with Magnetic Field Backgrounds
7525,1998,B425,Phys.Lett.,Manvelyan & Melikyan & Mkrtchyan,Light-Cone Formulation of D2-Brane
7526,1998,B417,Phys.Lett.,Grigoriev & Semikhatov,On the Canonical Form of a Pair of Compatible Antibrackets
7527,1998,L5,Class.Quant.Grav.,Kirsten,The $a_{5}$ heat kernel coefficient on a manifold with boundary
7528,1997,B415,Phys.Lett.,Csaki & Skiba,Duality in Sp and SO Gauge Groups from M Theory
7529,1998,B521,Nucl.Phys.,Guralnik & Ramgoolam,From 0-Branes to Torons
7530,1998,D57,Phys.Rev.,Michelson,Scattering of Four-Dimensional Black Holes
7531,1997,A30,J.Phys.,Zhdanov,On algebraic classification of quasi-exactly solvable matrix models
7532,1998,D57,Phys.Rev.,Lee,Hamiltonian formulation of the D-brane action and the light-cone  Hamiltonian
7533,1998,D57,Phys.Rev.,Jackiw,g = 2 as a Gauge Condition
7534,1998,B418,Phys.Lett.,Lemes & de Jesus & Sasaki & Sorella & Vilar & Ventura,A simple remark on three dimensional gauge theories
7535,1998,D58,Phys.Rev.,Lee & Myung & Kim,The role of fixed scalars in scattering off a 5D black hole
7536,1997,D56,Phys.Rev.,Dalvit & Mazzitelli,"Geodesics, gravitons and the gauge fixing problem"
7537,1998,A13,Mod.Phys.Lett.,Sabra,General BPS Black Holes In Five Dimensions
7538,1998,A31,J.Phys.,Doerfel & Meissner,Complete phase diagram for the integrable chain with alternating spins  in the sectors with competing interactions
7539,1999,A14,Int.J.Mod.Phys.,Faraggi,Toward the classification of the realistic free fermionic models
7540,1998,D57,Phys.Rev.,Sannino & Schechter,Toy Model for Breaking Super Gauge Theories at the Effective Lagrangian  Level
7541,1998,B418,Phys.Lett.,Dalley,Adjoint QCD2 and the Non-Abelian Schwinger Mechanism
7542,1998,B419,Phys.Lett.,Papadopoulos & Teschendorff,Instantons at Angles
7543,1998,B516,Nucl.Phys.,Landsteiner & Lopez,New Curves from Branes
7544,1998,B515,Nucl.Phys.,Porrati & Rozenberg,Bound States at Threshold in Supersymmetric Quantum Mechanics
7545,1998,B419,Phys.Lett.,Bantay,Characters and modular properties of permutation orbifolds
7546,1998,B522,Nucl.Phys.,Evans & Schwetz,The Field Theory of Non-Supersymmetric Brane Configurations
7547,1998,D57,Phys.Rev.,Halpern,Cross Section and Effective Potential in Asymptotically Free Scalar  Field Theories
7548,1998,A31,J.Phys.,Lin,Path integral for a relativistic Aharonov-Bohm-Coulomb system
7549,1998,B514,Nucl.Phys.,Knutt-Wehlau & Mann,Supergravity from a Massive Superparticle and the Simplest Super Black  Hole
7550,1998,D58,Phys.Rev.,Ahn & Oh & Tatar,Sp(N_c) Gauge Theories and M Theory Fivebrane
7551,1997,B414,Phys.Lett.,Pasquinucci & Petrini,On the Compton Scattering in String Theory
7552,1998,B417,Phys.Lett.,Hauer,Systematic proof of the existence of Yangian symmetry in chiral  Gross-Neveu models
7553,1998,B416,Phys.Lett.,Lykken & Poppitz & Trivedi,Chiral Gauge Theories from D-Branes
7554,1999,B549,Nucl.Phys.,LeClair & Ludwig,Minimal Models with Integrable Local Defects
7555,1998,B420,Phys.Lett.,Ho & Wu,Brane Creation in M(atrix) Theory
7556,1998,B416,Phys.Lett.,Nojiri & Odintsov,Trace Anomaly Induced Effective Action and Hawking Radiation for 2d  Dilatonic Supergravity
7557,1998,B515,Nucl.Phys.,Batalin & Bering & Damgaard,Superfield Quantization
7558,1997,B414,Phys.Lett.,Fuchs & Schweigert,A classifying algebra for boundary conditions
7559,1998,A31,J.Phys.,Doikou & Mezincescu & Nepomechie,Boundary S Matrix for the XXZ Chain
7560,1998,B513,Nucl.Phys.,Callan & Maldacena,Brane Dynamics From the Born-Infeld Action
7561,1998,A31,J.Phys.,Quano,Form factors of the XXZ model and the affine quantum group symmetry
7562,1998,D57,Phys.Rev.,Copeland & Lidsey & Wands,Cosmology of the type IIB superstring
7563,1998,A13,Int.J.Mod.Phys.,Tatar & Tatar,Koszul-Tate Cohomology For an Sp(2)-Covariant Quantization of Gauge  Theories with Linearly Dependent Generators
7564,1997,A12,Mod.Phys.Lett.,Kim & Park,"Superalgebraic Truncations from D=10, N=2 Chiral Supergravity"
7565,1998,B526,Nucl.Phys.,Stanciu,D-branes in Kazama-Suzuki Models
7566,1998,A31,J.Phys.,Watts,Conserved charges in the chiral 3-state Potts model
7567,1998,B512,Nucl.Phys.,Giveon & Pelc,"M Theory, Type IIA String and 4D N=1 SUSY SU(N_L) X SU(N_R) Gauge Theory"
7568,1998,D57,Phys.Rev.,Lousto & Price,Improved initial data for black hole collisions
7569,1998,D57,Phys.Rev.,Zloshchastiev,Monopole and electrically charged dust thin shells in general
7570,1998,D57,Phys.Rev.,Zaslavskii,Entropy of Quantum Fields for Nonextreme Black Holes in the Extreme  Limit
7571,1999,D8,Int.J.Mod.Phys.,de Andrade & Pereira,Torsion and the Electromagnetic Field
7572,1998,D58,Phys.Rev.,Bock & Golterman & Shamir,On the Phase Diagram of a Lattice U(1) Gauge Theory with Gauge Fixing
7573,1998,B422,Phys.Lett.,Kim & Sul,Global Symmetries in Duals of Supersymmetric SU(N) x SU(M) and  Application to Composite Axion
7574,1999,C7,Eur.Phys.J.,Carrington & Defu & Thoma,Equilibrium and Non-Equilibrium Hard Thermal Loop Resummation in the  Real Time Formalism
7575,1998,D57,Phys.Rev.,Grinstein & Lebed,Explicit Quark-hadron Duality in Heavy-light Meson Weak Decays in the 't  Hooft Model
7576,1998,B524,Nucl.Phys.,Drummond & Horgan & Landshoff & Rebhan,Foam Diagram Summation at Finite Temperature
7577,1998,D57,Phys.Rev.,Ibrahim & Nath,The Neutron and the Electron Electric Dipole Moment in N=1 Supergravity  Unification
7578,1998,C4,Eur.Phys.J.,Junker & Klauder,Coherent-state quantization of constrained fermion systems
7579,1998,B514,Nucl.Phys.,Foerger & Stieberger,"String Amplitudes and N=2, d=4 Prepotential in Heterotic K3 x T^2  Compactifications"
7580,1998,A13,Mod.Phys.Lett.,Oda,Space-time Uncertainty Principle from Breakdown of Topological Symmetry
7581,1998,A13,Mod.Phys.Lett.,Ryang,"Membrane, Four-Brane and Dual Coordinates in the M(atrix) Theory  Compactified on Tori"
7582,1998,A242,Phys.Lett.,N\. & A,Fine Structure of Matrix Darboux-Toda Integrable Mapping
7583,1999,D59,Phys.Rev.,Paschke & Scheck & Sitarz,Can (noncommutative) geometry accommodate leptoquarks?
7584,1997,B415,Phys.Lett.,Brandhuber & Itzhaki & Sonnenschein & Theisen & Yankielowizc,On the M-Theory Approach to (Compactified) 5D Field Theories
7585,1998,B512,Nucl.Phys.,Mourad,Anomalies of the SO(32) five-brane and their cancellation
7586,1998,B518,Nucl.Phys.,Gaberdiel & Zwiebach,Exceptional groups from open strings
7587,1998,B515,Nucl.Phys.,Howe & Lambert & West,The Self-Dual String Soliton
7588,1998,B519,Nucl.Phys.,Lowe,E_8 x E_8 Small Instantons in Matrix Theory
7589,1998,B421,Phys.Lett.,Das & Maharana & Roy,"An SL(2, Z) Multiplet of Black Holes in $D = 4$ Type II Superstring  Theory"
7590,1998,D57,Phys.Rev.,Brustein & Hadad,Particle production in string cosmology models
7591,1998,B514,Nucl.Phys.,Gibbons,Born-Infeld particles and Dirichlet p-branes
7592,1998,B516,Nucl.Phys.,Delfino & Mussardo,Non-integrable aspects of the multi-frequency Sine-Gordon model
7593,1997,B415,Phys.Lett.,Wynter,Gauge fields and interactions in matrix string theory
7594,1998,B437,Phys.Lett.,Lukas & Ovrut,U-duality Covariant M-theory Cosmology
7595,1998,B519,Nucl.Phys.,Cvetic & Hull,Wrapped Branes and Supersymmetry
7596,1998,B516,Nucl.Phys.,Fateev & Lukyanov & Zamolodchikov & Zamolodchikov,Expectation values of local fields in Bullough-Dodd model and integrable  perturbed conformal field theories
7597,1998,D57,Phys.Rev.,Aitchison & Fosco,Gauge Invariance and Effective Actions in D=3 at Finite Temperature
7598,1999,C8,Eur.Phys.J.,Ardalan & Fatollahi & Kaviani & Parvizi,Regularised Supermembrane Theory and Static Configurations of M-Theory
7599,1998,B419,Phys.Lett.,Delepine & Felipe & Weyers,Equivalence of the sine-Gordon and massive Thirring models at finite  temperature
7600,1998,B427,Phys.Lett.,Lee,New Type of Vector Gauge Theory from Noncommutative Geometry
7601,1998,D57,Phys.Rev.,Olum,Entropy of very low energy localized states
7602,1998,B416,Phys.Lett.,Dudas,Supersymmetry breaking in M-theory and quantization rules
7603,1998,B510,Nucl.Phys.,Fujikawa & Okuyama,"SO(9,1) invariant matrix formulation of supermembrane"
7604,1997,B415,Phys.Lett.,Sato,Deformation of Super Virasoro Algebra in Noncommutative Quantum  Superspace
7605,1998,B416,Phys.Lett.,Opfermann,T-duality and HKT manifolds
7606,1998,B419,Phys.Lett.,Ellis & Faraggi & Nanopoulos,M-Theory Model-Building and Proton Stability
7607,1998,D57,Phys.Rev.,Horowitz & Ross,Properties of Naked Black Holes
7608,1998,B513,Nucl.Phys.,D'Hoker & Phong,Calogero-Moser Systems in SU(N) Seiberg-Witten Theory
7609,1998,B526,Nucl.Phys.,Arfaei & Sheikh-Jabbari,Mixed Boundary Conditions and Brane-String Bound States
7610,1997,B413,Phys.Lett.,Cavaglia,Two-Dimensional Reduced Theory and General Static Solution for Uncharged  Black p-Branes
7611,1998,B511,Nucl.Phys.,Kounnas & Kumar,BPS States in N=3 Superstrings
7612,1998,B417,Phys.Lett.,Morales & Scrucca & Serone,A note on supersymmetric D-brane dynamics
7613,1998,B523,Nucl.Phys.,Mann & Solodukhin,Universality of Quantum Entropy for Extreme Black Holes
7614,1998,B418,Phys.Lett.,Ohta & Zhou,Realization of D4-Branes at Angles in Super Yang-Mills Theory
7615,1998,D57,Phys.Rev.,Cassidy & Hawking,Models for Chronology Selection
7616,1998,B419,Phys.Lett.,Aguila & Culatti & Munoz-Tapia & Perez-Victoria,Constraining differential renormalization in abelian gauge theories
7617,1998,A13,Int.J.Mod.Phys.,Ennes & Ramadevi & Ramallo & de Santos,Duality in osp(1|2) Conformal Field Theory and link invariants
7618,1998,D57,Phys.Rev.,Kallosh,Worldvolume Supersymmetry
7619,1997,B414,Phys.Lett.,Mohammedi,Non-Abelian Duality Based on Non-Semi-Simple Isometry Groups
7620,1998,L13,Class.Quant.Grav.,Gusev & Zelnikov,Finite Temperature Nonlocal Effective Action for Scalar Fields
7621,1999,A14,Int.J.Mod.Phys.,Inagaki & Odintsov & Shil'nov,Dynamical symmetry breaking in the external gravitational and constant  magnetic fields
7622,1998,A13,Int.J.Mod.Phys.,Mezincescu & Nepomechie,Fractional-Spin Integrals of Motion for the Boundary Sine-Gordon Model  at the Free Fermion Point
7623,1998,B417,Phys.Lett.,Felipe,On the Chern-Simons topological term at finite temperature
7624,1998,D57,Phys.Rev.,Lee & Lu,Two Massive and One Massless Sp(4) Monopoles
7625,1998,D58,Phys.Rev.,Chalmers,The Implicit Metric on a Deformation of the Atiyah-Hitchin Manifold
7626,1998,A31,J.Phys.,Bordag & Kirsten & Vassilevich,Path integral quantization of electrodynamics in dielectric media
7627,1997,A30,J.Phys.,Skarzhinsky & Audretsch,Scattering of scalar and Dirac particles by a magnetic tube of finite  radius
7628,1998,B420,Phys.Lett.,Dragon & Kuzenko,Self-interacting vector-tensor multiplet
7629,1998,B417,Phys.Lett.,Dvali & Kakushadze,A Remark on Dilaton Stabilization
7630,1998,B416,Phys.Lett.,Ahn & Oh & Tatar,M Theory Fivebrane Interpretation for Strong Coupling Dynamics of  SO(N_c) Gauge Theories
7631,1998,B419,Phys.Lett.,Mandal & Mukhopadhyay,D-brane interaction in the type IIB Matrix Model
7632,1998,D57,Phys.Rev.,Staudacher & Krauth,Two-Dimensional QCD in the Wu-Mandelstam-Leibbrandt Prescription
7633,1998,B416,Phys.Lett.,Klebanov & Susskind,Schwarzschild Black Holes in Various Dimensions from Matrix Theory
7634,1998,D57,Phys.Rev.,Kondo,Abelian-Projected Effective Gauge Theory of QCD with Asymptotic Freedom  and Quark Confinement
7635,1998,B430,Phys.Lett.,Engelhardt & Reinhardt,Effective potential for the order parameter of the SU(2) Yang-Mills  deconfinement transition
7636,1998,B514,Nucl.Phys.,Berkovits,Construction of $R^4$ Terms in N=2 D=8 Superspace
7637,1998,B420,Phys.Lett.,Aharony & Berkooz & Kachru & Silverstein,"Matrix Description of (1,0) Theories in Six Dimensions"
